Technischer Schlüssel;Link-ID;Detailnetz-Nr.;VP_von;VP_bis;Von-Station;Bis-Station;Verkehrsrichtung;Verkehrsebene;Straßentyp;StEP-Klasse;OKSTRA-Klasse;RBS-Klasse;Straßenname;Bezirk;Ortsteil;DTVw-2019-Kfz;DTVw-2019-Lkw
5518;36460001_T0080980;36460001_36460018.01;36460001,00;36460018,00;0,00;223,00;B;0,00;S;III;G;STRA;Onkel-Tom-Straße;Steglitz-Zehlendorf;Zehlendorf;7900,00;170,00
5519;45410004_45410005;45410004_45410005.01;45410004,00;45410005,00;0,00;83,00;B;0,00;S;II;G;STRA;Barnetstraße;Tempelhof-Schöneberg;Lichtenrade;14200,00;510,00
5520;41530009_41530037;41530009_41530037.01;41530009,00;41530037,00;0,00;128,00;B;0,00;S;III;G;STRA;Kurfürstendamm;Charlottenburg-Wilmersdorf;Charlottenburg;18400,00;370,00
5521;40460004_T0024270;40460004_40460019.01;40460004,00;40460019,00;0,00;57,00;B;0,00;S;III;G;STRA;Klingsorstraße;Steglitz-Zehlendorf;Lichterfelde;7500,00;80,00
5522;48580023_T0032590;48580023_48580001.02;48580023,00;48580001,00;0,00;95,00;B;0,00;S;III;G;STRA;Wichertstraße;Pankow;Prenzlauer Berg;11300,00;340,00
5523;40490072_40490066;40490072_40490066.01;40490072,00;40490066,00;0,00;153,00;B;0,00;S;II;G;STRA;Schildhornstraße;Steglitz-Zehlendorf;Steglitz;31900,00;450,00
5524;43500036_42500067;43500036_42500067.02;43500036,00;42500067,00;0,00;137,00;R;0,00;A;I;A;AUBA;100 AK Schöneberg Begleitfahrbahn A 100 n Westen;Tempelhof-Schöneberg;Schöneberg;34900,00;1150,00
5525;T0038480_38480012;38480013_38480012.01;38480013,00;38480012,00;98,00;162,00;B;0,00;S;II;G;STRA;Königin-Luise-Straße;Steglitz-Zehlendorf;Dahlem;7200,00;90,00
5526;56440025_T0001110;56440025_56440026.01;56440025,00;56440026,00;0,00;186,00;B;0,00;S;II;B;STRA;Adlergestell;Treptow-Köpenick;Adlershof;46600,00;2350,00
5527;58590006_T0023510;58590006_58590001.01;58590006,00;58590001,00;0,00;108,00;B;0,00;S;II;G;STRA;Wuhletalstraße;Marzahn-Hellersdorf;Marzahn;8900,00;260,00
5528;52430054_53430004;52430054_53430004.01;52430054,00;53430004,00;0,00;135,00;B;0,00;S;II;G;STRA;Waltersdorfer Chaussee;Neukölln;Rudow;15000,00;390,00
5529;T0011380_46460033;45460005_46460033.01;45460005,00;46460033,00;268,00;439,00;B;0,00;S;II;G;STRA;Rixdorfer Straße;Tempelhof-Schöneberg;Mariendorf;18300,00;1100,00
5530;51570003_51570005;51570003_51570005.01;51570003,00;51570005,00;0,00;52,00;B;0,00;S;II;G;STRA;Weißenseer Weg;Lichtenberg;Alt-Hohenschönhausen;25000,00;1140,00
5531;48450003_48450004;48450003_48450004.01;48450003,00;48450004,00;0,00;207,00;B;0,00;S;II;G;STRA;Buckower Damm;Neukölln;Britz;24800,00;200,00
5532;T0062290_49540029;49540015_49540029.01;49540015,00;49540029,00;583,00;650,00;B;0,00;S;I;B;STRA;Karl-Marx-Allee;Friedrichshain-Kreuzberg;Friedrichshain;47700,00;1290,00
5533;T0026720_T0157300;35490004_36490001.01;35490004,00;36490001,00;178,00;384,00;B;0,00;S;III;G;STRA;Hüttenweg;Steglitz-Zehlendorf;Dahlem;6600,00;130,00
5534;53570012_53570004;53570012_53570004.03;53570012,00;53570004,00;0,00;22,00;B;0,00;S;III;G;STRA;Konrad-Wolf-Straße;Lichtenberg;Alt-Hohenschönhausen;9300,00;310,00
5535;29440030_29440018;29440030_29440018.01;29440030,00;29440018,00;0,00;240,00;B;0,00;S;II;B;STRA;Königstraße;Steglitz-Zehlendorf;Wannsee;25300,00;470,00
5536;47530003_47530004;47530003_47530004.02;47530003,00;47530004,00;0,00;172,00;B;0,00;S;V;G;STRA;Adalbertstraße;Mitte;Mitte;1800,00;40,00
5537;58410005_58410023;58410005_58410023.01;58410005,00;58410023,00;0,00;104,00;B;0,00;S;III;G;STRA;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;8700,00;230,00
5538;T0097730_45460006;45460015_45460006.01;45460015,00;45460006,00;164,00;317,00;R;0,00;S;II;G;STRA;Reißeckstraße;Tempelhof-Schöneberg;Mariendorf;15300,00;560,00
5539;41470006_41470007;41470006_41470007.01;41470006,00;41470007,00;0,00;46,00;B;0,00;S;II;G;STRA;Albrechtstraße;Steglitz-Zehlendorf;Steglitz;17800,00;230,00
5540;57420046_T0019050;57420046_58420011.01;57420046,00;58420011,00;0,00;85,00;B;0,00;S;II;G;STRA;Adlergestell;Treptow-Köpenick;Grünau;13700,00;340,00
5541;45480034_45480026;45480034_45480026.01;45480034,00;45480026,00;0,00;201,00;B;0,00;S;III;G;STRA;Ordensmeisterstraße;Tempelhof-Schöneberg;Tempelhof;11900,00;390,00
5542;T0118010_36550015;36550014_36550015.01;36550014,00;36550015,00;320,00;405,00;B;0,00;S;II;G;STRA;Reichsstraße;Charlottenburg-Wilmersdorf;Westend;17100,00;720,00
5543;43500027_T0040820;43500027_43500008.01;43500027,00;43500008,00;0,00;92,00;R;0,00;S;V;G;STRA;Tempelhofer Weg;Tempelhof-Schöneberg;Schöneberg;5800,00;100,00
5544;40630001_40630037;40630001_40630037.01;40630001,00;40630037,00;0,00;303,00;B;0,00;S;III;G;STRA;Gorkistraße;Reinickendorf;Wittenau;7700,00;120,00
5545;49450011_T0128380;49450011_49450007.01;49450011,00;49450007,00;0,00;151,00;B;0,00;S;III;G;STRA;Gutschmidtstraße;Neukölln;Britz;18900,00;370,00
5546;46520037_47530034;46520037_47530034.02;46520037,00;47530034,00;0,00;219,00;B;0,00;S;II;G;STRA;Prinzenstraße;Friedrichshain-Kreuzberg;Kreuzberg;13600,00;380,00
5547;42460046_42460050;42460046_42460050.01;42460046,00;42460050,00;0,00;58,00;B;0,00;S;II;G;STRA;Siemensstraße;Steglitz-Zehlendorf;Lankwitz;25900,00;690,00
5548;42510061_T0093210;42510061_42510055.01;42510061,00;42510055,00;0,00;69,00;B;0,00;S;III;G;STRA;Grunewaldstraße;Tempelhof-Schöneberg;Schöneberg;15100,00;200,00
5549;53580054_53580020;53580054_53580020.01;53580054,00;53580020,00;0,00;140,00;B;0,00;S;IV;G;STRA;Wartenberger Straße;Lichtenberg;Alt-Hohenschönhausen;6700,00;130,00
5550;33600040_33600029;33600040_33600029.01;33600040,00;33600029,00;0,00;77,00;B;0,00;S;II;G;STRA;Niederneuendorfer Allee;Spandau;Hakenfelde;16000,00;200,00
5551;T0088530_48440040;48440015_48440040.01;48440015,00;48440040,00;108,00;201,00;B;0,00;S;II;G;STRA;Johannisthaler Chaussee;Neukölln;Buckow;27100,00;670,00
5552;32550056_32550055;32550056_32550055.01;32550056,00;32550055,00;0,00;96,00;B;0,00;S;II;G;STRA;Wilhelmstraße;Spandau;Wilhelmstadt;20800,00;590,00
5553;50500033_50500034;50500033_50500034.02;50500033,00;50500034,00;0,00;281,00;B;0,00;S;IV;G;STRA;Kiefholzstraße;Treptow-Köpenick;Plänterwald;10700,00;580,00
5554;50690001_T0018550;50690001_50690002.01;50690001,00;50690002,00;0,00;179,00;B;0,00;S;II;B;STRA;Schönerlinder Straße;Pankow;Buch;13500,00;740,00
5555;T0035560_45560024;45560016_45560024.03;45560016,00;45560024,00;87,00;152,00;B;0,00;S;II;G;STRA;Hessische Straße;Mitte;Mitte;11700,00;350,00
5596;43560007_T0022990;43560007_43550023.01;43560007,00;43550023,00;0,00;87,00;B;0,00;S;III;G;STRA;Rathenower Straße;Mitte;Moabit;10900,00;340,00
5556;59560006_59560007;59560006_59560007.02;59560006,00;59560007,00;0,00;302,00;B;0,00;S;II;G;STRA;Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;14800,00;150,00
5557;29560010_29560001;29560010_29560001.02;29560010,00;29560001,00;0,00;304,00;B;0,00;S;II;G;STRA;Brunsbütteler Damm;Spandau;Staaken;16500,00;1030,00
5558;46480018_T0326470;46480018_45490026.02;46480018,00;45490026,00;0,00;293,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Tempelhof-Schöneberg;Tempelhof;87900,00;5230,00
5559;44580023_T0063760;44580023_44580018.01;44580023,00;44580018,00;0,00;68,00;B;0,00;S;III;G;STRA;Exerzierstraße;Mitte;Gesundbrunnen;12200,00;320,00
5560;29440017_29440014;29440017_29440014.01;29440017,00;29440014,00;0,00;87,00;B;0,00;S;II;B;STRA;Königstraße;Steglitz-Zehlendorf;Wannsee;27000,00;440,00
5561;46460011_T0065840;46460011_46460013.01;46460011,00;46460013,00;0,00;320,00;B;0,00;S;II;G;STRA;Britzer Straße;Tempelhof-Schöneberg;Mariendorf;14900,00;430,00
5562;59490003_59490012;59490003_59490012.01;59490003,00;59490012,00;0,00;47,00;B;0,00;S;II;G;STRA;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;12500,00;330,00
5563;28480031_28480032;28480031_28480032.02;28480031,00;28480032,00;0,00;270,00;B;0,00;S;III;G;STRA;Ritterfelddamm;Spandau;Kladow;8100,00;130,00
5564;T0001170_34530007;34540001_34530007.01;34540001,00;34530007,00;361,00;656,00;B;0,00;S;I;B;STRA;Heerstraße;Charlottenburg-Wilmersdorf;Westend;49600,00;2540,00
5565;32540041_33540008;32540041_33540008.01;32540041,00;33540008,00;0,00;97,00;B;0,00;S;I;B;STRA;Heerstraße;Spandau;Wilhelmstadt;46600,00;1620,00
5566;57420043_57420029;57420043_57420029.01;57420043,00;57420029,00;0,00;109,00;G;0,00;S;III;G;STRA;Bruno-Taut-Straße;Treptow-Köpenick;Bohnsdorf;6600,00;210,00
5567;47510002_47510017;47510002_47510017.03;47510002,00;47510017,00;0,00;70,00;B;0,00;S;II;G;STRA;Kottbusser Damm;Friedrichshain-Kreuzberg;Kreuzberg;23400,00;660,00
5568;T0114910_28480010;28480032_28480010.02;28480032,00;28480010,00;114,00;188,00;B;0,00;S;III;G;STRA;Ritterfelddamm;Spandau;Kladow;8000,00;110,00
5569;46410026_47410009;46410026_47410009.01;46410026,00;47410009,00;0,00;330,00;B;0,00;S;III;G;STRA;Groß-Ziethener Straße;Tempelhof-Schöneberg;Lichtenrade;10600,00;240,00
5570;T0126160_43610017;43610006_43610017.01;43610006,00;43610017,00;56,00;121,00;B;0,00;S;III;G;STRA;Kopenhagener Straße;Reinickendorf;Reinickendorf;15100,00;630,00
5571;41530025_41530038;41530025_41530038.01;41530025,00;41530038,00;0,00;57,00;B;0,00;S;II;G;STRA;Lietzenburger Straße;Charlottenburg-Wilmersdorf;Charlottenburg;22300,00;240,00
5572;44620029_44620054;44620029_44620054.02;44620029,00;44620054,00;0,00;115,00;B;0,00;S;III;G;STRA;Schillerstraße;Pankow;Wilhelmsruh;6300,00;210,00
5573;52440035_52450007;52440035_52450007.01;52440035,00;52450007,00;0,00;180,00;B;0,00;S;II;G;STRA;Stubenrauchstraße;Neukölln;Rudow;28500,00;1040,00
5574;35660042_35660041;35660042_35660041.01;35660042,00;35660041,00;0,00;364,00;B;0,00;S;II;G;STRA;Ruppiner Chaussee;Reinickendorf;Heiligensee;11400,00;150,00
5575;50530004_50530005;50530004_50530005.01;50530004,00;50530005,00;0,00;66,00;B;0,00;S;III;G;STRA;Boxhagener Straße;Friedrichshain-Kreuzberg;Friedrichshain;10900,00;240,00
5576;32440035_T0326280;32440035_32450044.01;32440035,00;32450044,00;0,00;169,00;R;0,00;A;I;A;AUBA;A 115 BAB Autobahnzubringer Magdebg/Leipz (Avus);Steglitz-Zehlendorf;Nikolassee;39100,00;2560,00
5577;41500050_T0015651;41500050_41500012.02;41500050,00;41500012,00;0,00;77,00;R;0,00;S;II;G;STRA;Bundesallee;Charlottenburg-Wilmersdorf;Wilmersdorf;6100,00;70,00
5578;T0141180_53470047;53480004_53470047.01;53480004,00;53470047,00;529,00;640,00;B;0,00;S;II;B;STRA;Schnellerstraße;Treptow-Köpenick;Niederschöneweide;42600,00;1970,00
5579;T0087020_55550023;56540002_55550023.01;56540002,00;55550023,00;415,00;512,00;B;0,00;S;II;B;STRA;Märkische Allee;Marzahn-Hellersdorf;Marzahn;34900,00;1790,00
5580;T0016670_T0045560;47600023_47600022.02;47600023,00;47600022,00;189,00;317,00;B;0,00;S;III;G;STRA;Damerowstraße;Pankow;Pankow;16000,00;770,00
5581;48480022_48480021;48480022_48480021.01;48480022,00;48480021,00;0,00;82,00;B;0,00;S;II;G;STRA;Britzer Damm;Neukölln;Britz;23400,00;620,00
5582;T0035890_45540067;45540047_45540067.02;45540047,00;45540067,00;106,00;216,00;B;0,00;S;I;G;STRA;Unter den Linden;Mitte;Mitte;12000,00;180,00
5583;T0123400_49580056;49580055_49580056.01;49580055,00;49580056,00;29,00;101,00;B;0,00;S;III;G;STRA;Pistoriusstraße;Pankow;Weißensee;8100,00;200,00
5584;30570018_30570025;30570018_30570025.02;30570018,00;30570025,00;0,00;89,00;B;0,00;S;II;G;STRA;Magistratsweg;Spandau;Staaken;15800,00;320,00
5585;T0009170_46550057;46540034_46550057.01;46540034,00;46550057,00;89,00;196,00;B;0,00;S;I;B;STRA;Karl-Liebknecht-Straße;Mitte;Mitte;27100,00;950,00
5586;T0033330_T0114790;44630017_45630061.02;44630017,00;45630061,00;33,00;118,00;B;0,00;S;II;G;STRA;Friedrich-Engels-Straße;Pankow;Rosenthal;5600,00;180,00
5587;54480009_54480049;54480009_54480049.01;54480009,00;54480049,00;0,00;207,00;B;0,00;S;III;G;STRA;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;11700,00;290,00
5588;46550064_46550062;46550064_46550062.01;46550064,00;46550062,00;0,00;33,00;B;0,00;S;IV;G;STRA;Rosenthaler Straße;Mitte;Mitte;6600,00;190,00
5589;T0015210_41640010;41640005_41640010.01;41640005,00;41640010,00;55,00;134,00;B;0,00;S;II;G;STRA;Waidmannsluster Damm;Reinickendorf;Waidmannslust;15000,00;380,00
5590;38510044_38510036;38510044_38510036.01;38510044,00;38510036,00;0,00;76,00;B;0,00;S;III;G;STRA;Paulsborner Straße;Charlottenburg-Wilmersdorf;Grunewald;8600,00;80,00
5591;T0085490_T0004020;47540030_47550003.01;47540030,00;47550003,00;485,00;528,00;B;-2,00;S;I;B;STRA;Straßentunnel Alexanderplatz;Mitte;Mitte;32400,00;1420,00
5592;T0062890_40510022;40510021_40510022.01;40510021,00;40510022,00;50,00;118,00;B;0,00;S;II;G;STRA;Brandenburgische Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;23000,00;280,00
5593;T0012740_44530035;44530027_44530035.01;44530027,00;44530035,00;102,00;260,00;R;0,00;S;II;G;STRA;Schöneberger Ufer;Mitte;Tiergarten;19300,00;420,00
5594;51420016_51420003;51420016_51420003.01;51420016,00;51420003,00;0,00;125,00;B;0,00;S;III;G;STRA;Groß-Ziethener Chaussee;Neukölln;Rudow;10700,00;250,00
5595;47600041_47600040;47600041_47600040.01;47600041,00;47600040,00;0,00;90,00;B;0,00;S;IV;G;STRA;Kissingenstraße;Pankow;Pankow;6100,00;110,00
5597;T0003230_42520055;42520069_42520055.01;42520069,00;42520055,00;48,00;125,00;B;0,00;S;II;G;STRA;Martin-Luther-Straße;Tempelhof-Schöneberg;Schöneberg;40200,00;610,00
5598;T0006630_44500018;44500019_44500018.01;44500019,00;44500018,00;85,00;153,00;B;0,00;S;III;G;STRA;Boelckestraße;Tempelhof-Schöneberg;Tempelhof;26200,00;720,00
5599;37430025_37430011;37430025_37430011.01;37430025,00;37430011,00;0,00;182,00;B;0,00;S;II;G;STRA;Teltower Damm;Steglitz-Zehlendorf;Zehlendorf;16100,00;740,00
5600;T0006380_41530027;41530026_41530027.01;41530026,00;41530027,00;101,00;166,00;B;0,00;S;II;G;STRA;Joachimsthaler Straße;Charlottenburg-Wilmersdorf;Charlottenburg;25000,00;430,00
5601;T0006690_44490024;44490016_44490024.02;44490016,00;44490024,00;60,00;85,00;B;0,00;S;III;G;STRA;Manteuffelstraße;Tempelhof-Schöneberg;Tempelhof;24100,00;630,00
5602;50450036_50450029;50450036_50450029.01;50450036,00;50450029,00;0,00;170,00;B;0,00;S;II;G;STRA;Johannisthaler Chaussee;Neukölln;Buckow;20900,00;420,00
5720;45540017_45540068;45540017_45540068.01;45540017,00;45540068,00;0,00;128,00;B;0,00;S;I;B;STRA;Unter den Linden;Mitte;Mitte;24000,00;670,00
5603;T0057010_T0089260;42540002_42540016.01;42540002,00;42540016,00;218,00;374,00;B;0,00;S;II;G;STRA;Altonaer Straße;Mitte;Tiergarten;24600,00;620,00
5604;T0006340_39540035;39540005_39540035.01;39540005,00;39540035,00;77,00;162,00;B;0,00;S;II;G;STRA;Kaiser-Friedrich-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;27900,00;410,00
5605;T0109440_43660001;43660002_43660001.01;43660002,00;43660001,00;59,00;142,00;B;0,00;S;III;G;STRA;Alt-Lübars;Reinickendorf;Lübars;4800,00;100,00
5606;59450004_59450029;59450004_59450029.01;59450004,00;59450029,00;0,00;78,00;B;0,00;S;II;G;STRA;Müggelheimer Damm;Treptow-Köpenick;Köpenick;14100,00;190,00
5607;T0003150_T0156150;42520015_42520022.01;42520015,00;42520022,00;56,00;143,00;B;0,00;S;II;G;STRA;Lietzenburger Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;32600,00;400,00
5608;T0006750_37520027;37530013_37520027.01;37530013,00;37520027,00;498,00;596,00;B;0,00;S;II;G;STRA;Jafféstraße;Charlottenburg-Wilmersdorf;Westend;21400,00;850,00
5609;48580062_48580061;48580062_48580061.01;48580062,00;48580061,00;0,00;44,00;B;0,00;S;I;B;STRA;Prenzlauer Promenade;Pankow;Weißensee;27100,00;1060,00
5610;T0044460_47600027;47600024_47600027.02;47600024,00;47600027,00;118,00;192,00;B;0,00;S;III;G;STRA;Florastraße;Pankow;Pankow;8700,00;240,00
5611;T0002250_43580026;43580012_43580026.01;43580012,00;43580026,00;62,00;147,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Wedding;38200,00;1770,00
5612;T0013020_40530023;40530034_40530023.01;40530034,00;40530023,00;109,00;208,00;B;0,00;S;III;G;STRA;Leibnizstraße;Charlottenburg-Wilmersdorf;Charlottenburg;17500,00;340,00
5613;46550042_T0024140;46550042_46550026.03;46550042,00;46550026,00;0,00;105,00;B;0,00;S;IV;G;STRA;Weinmeisterstraße;Mitte;Mitte;6800,00;200,00
5614;44480039_T0056010;44480039_44490018.02;44480039,00;44490018,00;0,00;54,00;B;0,00;S;II;G;STRA;Manteuffelstraße;Tempelhof-Schöneberg;Tempelhof;30400,00;810,00
5615;T0006220_43580021;43580028_43580021.01;43580028,00;43580021,00;36,00;96,00;B;0,00;S;II;G;STRA;Müllerstraße;Mitte;Wedding;23800,00;660,00
5616;45510080_45510017;45510080_45510017.01;45510080,00;45510017,00;0,00;70,00;B;0,00;S;II;B;STRA;Tempelhofer Damm;Tempelhof-Schöneberg;Tempelhof;40800,00;1440,00
5617;T0079060_T0079070;44550043_44540048.02;44550043,00;44540048,00;843,00;1114,00;R;-2,00;S;II;B;STRA;TunnelTierg Hauptfb zw Einf Invalidenstr u Ausf Kemper Platz;Mitte;Tiergarten;28900,00;800,00
5618;38480037_39480022;38480037_39480022.02;38480037,00;39480022,00;0,00;59,00;B;0,00;S;II;G;STRA;Königin-Luise-Straße;Steglitz-Zehlendorf;Dahlem;10300,00;150,00
5619;T0018270_57560039;57560006_57560039.01;57560006,00;57560039,00;84,00;179,00;B;0,00;S;III;G;STRA;Elisabethstraße;Marzahn-Hellersdorf;Biesdorf;13100,00;200,00
5620;T0009410_40450014;39450016_40450014.01;39450016,00;40450014,00;130,00;268,00;B;0,00;S;II;G;STRA;Drakestraße;Steglitz-Zehlendorf;Lichterfelde;21100,00;550,00
5621;54530027_54530028;54530027_54530028.02;54530027,00;54530028,00;0,00;446,00;R;0,00;S;I;B;STRA;Alt-Friedrichsfelde;Lichtenberg;Friedrichsfelde;9700,00;260,00
5622;40680023_40680024;40680023_40680024.01;40680023,00;40680024,00;0,00;37,00;B;0,00;S;II;B;STRA;Oranienburger Chaussee;Reinickendorf;Frohnau;11000,00;240,00
5623;T0067680_50620001;49620003_50620001.01;49620003,00;50620001,00;283,00;515,00;B;0,00;S;II;G;STRA;Bahnhofstraße;Pankow;Blankenburg;14700,00;730,00
5624;T0019590_42520001;42520015_42520001.01;42520015,00;42520001,00;49,00;84,00;B;0,00;S;III;G;STRA;Nürnberger Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;12000,00;170,00
5625;T0001220_42580008;42570015_42580008.01;42570015,00;42580008,00;510,00;676,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Wedding;44700,00;2350,00
5626;T0008020_38510032;38510023_38510032.01;38510023,00;38510032,00;88,00;159,00;B;0,00;S;II;G;STRA;Hubertusallee;Charlottenburg-Wilmersdorf;Grunewald;21900,00;450,00
5627;T0049270_38520014;38520015_38520014.01;38520015,00;38520014,00;168,00;386,00;R;0,00;S;II;G;STRA;Halenseestraße;Charlottenburg-Wilmersdorf;Grunewald;7500,00;90,00
5628;T0035602_T0073602;40530053_39530033.01;40530053,00;39530033,00;151,00;196,00;R;0,00;S;II;G;STRA;Lewishamstraße;Charlottenburg-Wilmersdorf;Charlottenburg;7800,00;70,00
5629;T0039980_38630027;38630003_38630027.01;38630003,00;38630027,00;114,00;149,00;B;0,00;S;III;G;STRA;Bernstorffstraße;Reinickendorf;Tegel;3100,00;70,00
5630;39450016_T0009410;39450016_40450014.01;39450016,00;40450014,00;0,00;130,00;B;0,00;S;II;G;STRA;Drakestraße;Steglitz-Zehlendorf;Lichterfelde;21100,00;550,00
5631;T0051691_40490078;40490089_40490078.01;40490089,00;40490078,00;35,00;175,00;R;0,00;S;II;G;STRA;Breitenbachplatz;Steglitz-Zehlendorf;Dahlem;10400,00;140,00
5632;38540016_T0325790;38540016_38540017.01;38540016,00;38540017,00;0,00;133,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Charlottenburg-Wilmersdorf;Charlottenburg;89500,00;6480,00
5633;T0032850_39640055;38640001_39640055.01;38640001,00;39640055,00;880,00;999,00;B;0,00;S;II;G;STRA;Hermsdorfer Damm;Reinickendorf;Tegel;20100,00;370,00
5634;T0049471_T0025601;38470012_38470013.01;38470012,00;38470013,00;162,00;241,00;R;0,00;S;IV;G;STRA;Brümmerstraße;Steglitz-Zehlendorf;Dahlem;4700,00;30,00
5635;43570004_43570006;43570004_43570006.02;43570004,00;43570006,00;0,00;24,00;B;0,00;S;II;G;STRA;Perleberger Straße;Mitte;Moabit;26200,00;740,00
5636;T0089950_45520021;44530061_45520021.02;44530061,00;45520021,00;266,00;402,00;G;0,00;S;II;B;STRA;Hallesches Ufer;Friedrichshain-Kreuzberg;Kreuzberg;21600,00;410,00
5637;T0067170_38500030;38500031_38500030.02;38500031,00;38500030,00;101,00;142,00;R;0,00;S;III;G;STRA;Hundekehlestraße;Charlottenburg-Wilmersdorf;Schmargendorf;3600,00;70,00
5638;32440030_T0039805;32440030_32440031.02;32440030,00;32440031,00;0,00;338,00;R;-2,00;A;I;A;AUBA;A 115 BAB Autobahnzubringer Magdebg/Leipz (Avus);Steglitz-Zehlendorf;Nikolassee;34400,00;2300,00
5639;50470001_50470019;50470001_50470019.01;50470001,00;50470019,00;0,00;114,00;B;0,00;S;II;G;STRA;Neue Späthstraße;Neukölln;Britz;22200,00;1380,00
5640;T0025600_38470041;38470036_38470041.01;38470036,00;38470041,00;234,00;302,00;G;0,00;S;IV;G;STRA;Löhleinstraße;Steglitz-Zehlendorf;Dahlem;3500,00;40,00
5641;T0046010_41630001;41630002_41630001.01;41630002,00;41630001,00;106,00;183,00;B;0,00;S;III;G;STRA;Alt-Wittenau;Reinickendorf;Wittenau;6700,00;260,00
5642;T0005030_39570019;39560033_39570019.01;39560033,00;39570019,00;84,00;190,00;R;0,00;S;II;G;STRA;Kurt-Schumacher-Damm;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;14700,00;590,00
5643;42610021_43610008;42610021_43610008.01;42610021,00;43610008,00;0,00;273,00;B;0,00;S;II;B;STRA;Roedernallee;Reinickendorf;Reinickendorf;28700,00;820,00
5644;T0007570_42520015;41530038_42520015.01;41530038,00;42520015,00;146,00;280,00;B;0,00;S;II;G;STRA;Lietzenburger Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;22100,00;240,00
5645;T0009860_37530011;36540011_37530011.02;36540011,00;37530011,00;63,00;184,00;B;0,00;S;II;G;STRA;Jafféstraße;Charlottenburg-Wilmersdorf;Westend;20400,00;1280,00
5646;T0076940_36560010;36560009_36560010.01;36560009,00;36560010,00;143,00;643,00;B;0,00;S;IV;G;STRA;Motardstraße;Spandau;Siemensstadt;10600,00;650,00
5647;52540019_52540014;52540019_52540014.01;52540019,00;52540014,00;0,00;62,00;B;0,00;S;III;G;STRA;Ruschestraße;Lichtenberg;Lichtenberg;12200,00;620,00
5648;T0026860_T0026850;30630001_31620001.01;30630001,00;31620001,00;261,00;595,00;B;0,00;S;III;G;STRA;Schönwalder Allee;Spandau;Hakenfelde;6300,00;30,00
5721;42470020_T0068900;42470020_42470037.01;42470020,00;42470037,00;0,00;114,00;B;0,00;S;II;G;STRA;Steglitzer Damm;Steglitz-Zehlendorf;Steglitz;23000,00;370,00
5649;T0122340_T0076810;35490004_36480003.01;35490004,00;36480003,00;1122,00;1266,00;B;0,00;S;II;G;STRA;Onkel-Tom-Straße;Steglitz-Zehlendorf;Zehlendorf;12700,00;290,00
5650;49500027_49500057;49500027_49500057.01;49500027,00;49500057,00;0,00;180,00;B;0,00;S;II;G;STRA;Sonnenallee;Neukölln;Neukölln;26400,00;910,00
